"PublisherIC";"PublisherName";"Region";"NumberOfEmployees"
45332240;"Zeměměřický a katastrální inspektorát v Plzni";"Plzeňský kraj";10
45773009;"VÝZKUMNÝ ÚSTAV PRÁCE A SOCIÁLNÍCH VĚCÍ, V.V.I.";"Praha";50
46747982;"Střední průmyslová škola stavební, Liberec 1, Sokolovské náměstí 14, příspěvková organizace";"Liberecký kraj";25
46748075;"Gymnázium a Střední odborná škola pedagogická, Liberec, Jeronýmova 425/27, příspěvková organizace";"Liberecký kraj";50
47609109;"Ministerstvo průmyslu a obchodu";"Praha";1000
47676639;"Dopravní podnik města Olomouce, a.s.";"Olomoucký kraj";250
47813059;"Slezská univerzita v Opavě";"Moravskoslezský kraj";500
48133990;"SPRÁVA STÁTNÍCH HMOTNÝCH REZERV";"Praha";250
48135267;"Úřad pro technickou normalizaci, metrologii a státní zkušebnictví";"Praha";50
48329771;"Domov pro osoby se zdravotním postižením Milíře, příspěvková organizace";"Plzeňský kraj";50
48379808;"Domov Harmonie, centrum sociálních služeb Mirošov, příspěvková organizace";"Plzeňský kraj";100
48461636;"Střední odborná škola a Střední odborné učliliště Třešť";"Kraj Vysočina";100
48510921;"Základní škola, Brno, Gajdošova 3";"Jihomoravský kraj";50
48546054;"ÚSTAV MEZINÁRODNÍCH VZTAHŮ, V.V.I.";"Praha";50
48806145;"Centrum sociálních služeb Bohumín, příspěvková organizace";"Moravskoslezský kraj";50
48895512;"Gymnázium Vincence Makovského se sportovními třídami Nové Město na Moravě";"Kraj Vysočina";25
49123882;"Základní škola J.A.Komenského Louny, Pražská 101, příspěvková organizace";"Ústecký kraj";50
49156764;"Technické služby Luhačovice, příspěvková organizace";"Zlínský kraj";25
49276433;"Ústav archeologické památkové péče středních Čech, příspěvková organizace";"Praha";25
49778111;"Konzervatoř, Plzeň, Kopeckého sady 10";"Plzeňský kraj";50
49787977;"CHEVAK Cheb, a.s.";"Karlovarský kraj";100
60042354;"Mateřská škola Vsetín, Trávníky 1218";"Zlínský kraj";10
60193531;"ČEPRO, a.s.";"Praha";500
60338598;"Základní škola a Mateřská škola Olomouc, Řezníčkova 1, příspěvková organizace";"Olomoucký kraj";50
60437359;"Regionální organizátor pražské integrované dopravy (ROPID)";"Praha";100
60446889;"Základní umělecká škola Charlotty Masarykové";"Praha";25
60449004;"Gymnázium prof. Jana Patočky, Praha 1, Jindřišská 36";"Praha";50
60457856;"Středisko společných činností AV ČR, v.v.i.";"Praha";250
60545933;"Dětský domov se školou, středisko výchovné péče a základní škola, Jihlava";"Kraj Vysočina";25
60545976;"Střední uměleckoprůmyslová škola Jihlava - Helenín, Hálkova 42";"Kraj Vysočina";50
60727772;"SLUŽBY MĚSTA JIHLAVY s.r.o.";"Kraj Vysočina";200
60730153;"Dopravní společnost Zlín-Otrokovice, s.r.o.";"Zlínský kraj";250
60749105;"SATT a.s.";"Kraj Vysočina";50
61342645;"Gymnázium, Chomutov, Mostecká 3000, příspěvková organizace";"Ústecký kraj";25
61383082;"Ústřední vojenská nemocnice - Vojenská fakultní nemocnice Praha";"Praha";2500
61384399;"VYSOKÁ ŠKOLA EKONOMICKÁ V PRAZE";"Praha";1000
61384984;"Akademie múzických umění v Praze";"Praha";500
61385069;"Základní umělecká škola, Praha 9, Ratibořická 30";"Praha";50
61386839;"Dům zahraniční spolupráce";"Praha";250
61386961;"Základní škola Vladislava Vančury, Praha - Zbraslav";"Praha";50
61388980;"Ústav anorganické chemie AV ČR, v.v.i.";"Středočeský kraj";50
61389064;"Karlínské gymnázium, Praha 8, Pernerova 25";"Praha";25
61781797;"Střední škola zemědělská a potravinářská, Klatovy, Národních mučedníků 141";"Plzeňský kraj";50
61894567;"Základní škola Kladno, Školská 322";"Středočeský kraj";25
61989223;"Základní umělecká škola Viléma Petrželky, Ostrava-Hrabůvka, Edisonova 90, příspěvková organizace";"Moravskoslezský kraj";50
62060996;"TS RK, s.r.o.";"Královéhradecký kraj";25
62073109;"Gymnázium Boskovice, příspěvková organizace";"Jihomoravský kraj";50
62330420;"Základní umělecká škola, Klimkovice, Lidická 5, příspěvková organizace";"Moravskoslezský kraj";10
62690060;"Gymnázium J. K. Tyla, Hradec Králové, Tylovo nábř. 682";"Královéhradecký kraj";50
64120341;"Základní škola a mateřská škola Frýdek-Místek, Jana Čapka 2555";"Moravskoslezský kraj";50
64120392;"Základní umělecká škola, Jablunkov, příspěvková organizace";"Moravskoslezský kraj";10
64124584;"VRCHNÍ STÁTNÍ ZASTUPITELSTVÍ v Olomouci";"Olomoucký kraj";50
65081811;"Speciální základní škola a Mateřská škola, Varnsdorf, T.G.Masaryka 1804, příspěvková organizace";"Ústecký kraj";20
65268687;"Základní škola a Mateřská škola Pohořelice, příspěvková organizace";"Jihomoravský kraj";50
65737393;"BYTOVÁ SPRÁVA MINISTERSTVA VNITRA";"Praha";100
66000769;"Správa úložišť radioaktivních odpadů";"Praha";50
67985530;"Geofyzikální ústav AV ČR, v.v.i.";"Praha";100
68378025;"Sociologický ústav AV ČR, v.v.i.";"Praha";100
69092150;"Kulturní dům města Soběslavi";"Jihočeský kraj";10
69457425;"Střední průmyslová škola strojnická a Střední odborná škola profesora Švejcara, Plzeň, Klatovská 109";"Plzeňský kraj";100
69797111;"Úřad pro zastupování státu ve věcech majetkových";"Praha";1500
70262179;"Základní škola Mikulov, Valtická 3, příspěvková organizace";"Jihomoravský kraj";50
70631042;"Základní škola a Mateřská škola Olomouc, Dvorského 33, příspěvková organizace";"Olomoucký kraj";25
70631735;"Základní škola a mateřská škola Ostrava-Hrabůvka, Mitušova 16, příspěvková organizace";"Moravskoslezský kraj";100
70659001;"Domov Kopretina Černovice, příspěvková organizace";"Kraj Vysočina";100
70845026;"Základní škola Brandýs nad Labem-Stará Boleslav, příspěvková organizace";"Středočeský kraj";10
70857156;"Centrum sociální péče města Ústí nad Orlicí";"Pardubický kraj";25
70872651;"Domov Maxov";"Liberecký kraj";50
70878277;"Centrum sociálních služeb Praha";"Praha";250
70880841;"Centrum sociálních služeb Praha 2";"Praha";100
70884561;"Hasičský záchranný sbor Moravskoslezského kraje";"Moravskoslezský kraj";1000
70886199;"ÚSTAV SOCIÁLNÍCH SLUŽEB V PRAZE 4,přísp.org.";"Praha";100
70888060;"PROBAČNÍ A MEDIAČNÍ SLUŽBA";"Praha";500
70888108;"Základní škola, Chrudim, Dr. Malíka 958";"Pardubický kraj";50
70888337;"Jihomoravský kraj";"Jihomoravský kraj";500
70890005;"Povodí Labe, státní podnik";"Královéhradecký kraj";500
70890897;"Mateřská škola s internátní péčí, Praha 2, Španělská 16";"Praha";25
70891320;"Zlínský kraj";"Zlínský kraj";500
70930716;"Základní škola a Mateřská škola, Praha 8 - Ďáblice, U Parkánu 17";"Praha";50
70939730;"Sociální služby Šternberk, příspěvková organizace";"Olomoucký kraj";50
70971641;"Správa a údržba silnic Jihočeského kraje";"Jihočeský kraj";500
70974349;"Sportovní zařízení města Jičín";"Královéhradecký kraj";50
70979201;"Státní oblastní archiv v Zámrsku";"Pardubický kraj";100
70982228;"Základní škola, Praktická škola a Mateřská škola, Česká Lípa, Moskevská 679, příspěvková organizace";"Liberecký kraj";50
70990948;"Ústav pro odborné zjišťování příčin leteckých nehod";"Praha";10
71001565;"Mateřská škola Žďár nad Sázavou, příspěvková organizace";"Kraj Vysočina";100
71009213;"Krajská hygienická stanice Královéhradeckého kraje se sídlem v Hradci Králové";"Královéhradecký kraj";100
71009248;"Krajská hygienická stanice Olomouckého kraje se sídlem v Olomouci";"Olomoucký kraj";100
71009299;"Krajská hygienická stanice Plzeňského kraje se sídlem v Plzni";"Plzeňský kraj";100
71185186;"Katastrální úřad pro Olomoucký kraj";"Olomoucký kraj";250
71185194;"Katastrální úřad pro Ústecký kraj";"Ústecký kraj";250
71185216;"Katastrální úřad pro Zlínský kraj";"Zlínský kraj";250
71185224;"Katastrální úřad pro hlavní město Prahu";"Praha";250
71216642;"Centrum sociálních služeb Poruba, příspěvková organizace";"Moravskoslezský kraj";50
71220071;"APOSS Liberec, příspěvková organizace";"Liberecký kraj";25
72018763;"Správa majetku města Jeseník, příspěvková organizace";"Olomoucký kraj";6
72051795;"Krajské ředitelství policie Olomouckého kraje";"Olomoucký kraj";2000
72741465;"Mateřská škola \"Kytička\", Liberec, Burianova 972/2, příspěvková organizace";"Liberecký kraj";25
73929182;"Dům dětí a mládeže, Kopřivnice, Kpt. Jaroše 1077, příspěvková organizace";"Moravskoslezský kraj";10
75003988;"Sociální služby Libina, příspěvková organizace";"Olomoucký kraj";50
75004003;"Domov Štíty - Jedlí, příspěvková organizace";"Olomoucký kraj";50
75004097;"Domov Sněženka Jeseník, příspěvková organizace";"Olomoucký kraj";50
75004429;"Vincentinum - poskytovatel sociálních služeb Šternberk, příspěvková organizace";"Olomoucký kraj";200
75007754;"Centrum sociálních služeb Domažlice, příspěvková organizace";"Plzeňský kraj";100
75010330;"Státní zdravotní ústav se sídlem v Praze";"Praha";500
75019485;"Základní škola, Jičín, Poděbradova 18";"Královéhradecký kraj";50
75029871;"Mateřská škola Ostrava-Hrabůvka, Adamusova 7, příspěvková organizace";"Moravskoslezský kraj";25
75050072;"Pedagogicko-psychologická poradna, České Budějovice, Nerudova 59";"Jihočeský kraj";50
75050081;"Gymnázium, Střední odborná škola ekonomická a Střední odborné učiliště, Kaplice, Pohorská 86";"Jihočeský kraj";50
75086999;"Regionální rada regionu soudržnosti Jihozápad";"Jihočeský kraj";50
75137011;"Vyšší odborná škola a Střední průmyslová škola, Rychnov nad Kněžnou, U Stadionu 1166";"Královéhradecký kraj";100
75151502;"Krajské ředitelství policie Moravskoslezského kraje";"Moravskoslezský kraj";5000
493;"VOP CZ, s.p.";"Moravskoslezský kraj";500
582;"Vojenská lázeňská a rekreační zařízení";"Praha";1000
1490;"Strojírenský zkušební ústav, s.p.";"Jihomoravský kraj";100
2739;"DIAMO, státní podnik";"Liberecký kraj";2000
22578;"Domov pro osoby se zdravotním postižením Horní Bříza, příspěvková organizace";"Plzeňský kraj";100
23299;"Národní technické muzeum";"Praha";100
24520;"Okresní soud v Kolíně";"Středočeský kraj";50
24716;"Okresní soud v Domažlicích";"Plzeňský kraj";25
24741;"Okresní soud v Klatovech";"Plzeňský kraj";50
24805;"Okresní soud v Tachově";"Plzeňský kraj";25
24902;"Okresní soud v Teplicích";"Ústecký kraj";100
25003;"Okresní soud v Semilech";"Liberecký kraj";25
25011;"Okresní soud ve Svitavách";"Pardubický kraj";50
25071;"Okresní soud Brno - venkov";"Jihomoravský kraj";100
25186;"Okresní soud ve Žďáru nad Sázavou";"Kraj Vysočina";50
25232;"Okresní soud v Novém Jičíně";"Moravskoslezský kraj";100
25429;"MINISTERSTVO SPRAVEDLNOSTI";"Praha";500
25950;"Výzkumný ústav bezpečnosti práce, v.v.i.";"Praha";50
26077;"Krajské státní zastupitelství v Ostravě";"Moravskoslezský kraj";250
26085;"REJSTŘÍK TRESTŮ";"Praha";25
64211;"Nemocnice Na Bulovce";"Praha";2500
64220;"Psychiatrická nemocnice Bohnice";"Praha";1000
64441;"Hvězdárna a planetárium hlavního města Prahy";"Praha";50
64459;"Zoologická zahrada hl. m. Prahy";"Praha";250
69892;"Středočeská vědecká knihovna v Kladně, příspěvková organizace";"Středočeský kraj";50
75370;"Statutární město Plzeň";"Plzeňský kraj";1000
76716;"Muzeum Českého lesa v Tachově, příspěvková organizace";"Plzeňský kraj";10
78077;"Studijní a vědecká knihovna Plzeňského kraje, příspěvková organizace";"Plzeňský kraj";100
89257;"Muzeum Brněnska, příspěvková organizace";"Jihomoravský kraj";50
91405;"Muzeum a galerie v Prostějově, příspěvková organizace";"Olomoucký kraj";25
94897;"Filharmonie Brno, příspěvková organizace";"Jihomoravský kraj";100
94943;"Moravská zemská knihovna v Brně";"Jihomoravský kraj";200
96725;"Základní umělecká škola „Žerotín“ Olomouc, Kavaleristů 6";"Olomoucký kraj";50
100617;"Moravská filharmonie Olomouc, příspěvková organizace";"Olomoucký kraj";100
179906;"Fakultní nemocnice Hradec Králové";"Královéhradecký kraj";5000
192503;"Nemocnice s poliklinikou v Semilech";"Liberecký kraj";1
216224;"Masarykova univerzita";"Jihomoravský kraj";5000
216275;"Univerzita Pardubice";"Pardubický kraj";1000
226564;"Domov Hvězda, příspěvková organizace";"Jihomoravský kraj";50
228745;"Západočeské muzeum v Plzni, příspěvková organizace";"Plzeňský kraj";100
231321;"Městská část Praha 18";"Praha";100
237051;"Město Mělník";"Středočeský kraj";250
237108;"Město Neratovice";"Středočeský kraj";100
240915;"Městská část Praha 22";"Praha";100
241571;"MĚSTSKÁ ČÁST PRAHA - PŘEDNÍ KOPANINA";"Praha";6
253383;"Město Horšovský Týn";"Plzeňský kraj";50
256455;"Město Blovice";"Plzeňský kraj";50
257966;"Město Kralovice";"Plzeňský kraj";50
262340;"Statutární město Jablonec nad Nisou";"Liberecký kraj";250
263338;"Západočeská galerie v Plzni, příspěvková organizace";"Plzeňský kraj";25
264334;"Město Roudnice nad Labem";"Ústecký kraj";100
265209;"Město Louny";"Ústecký kraj";250
267449;"Město Havlíčkův Brod";"Kraj Vysočina";200
270059;"Město Hlinsko";"Pardubický kraj";100
276227;"Město Turnov";"Liberecký kraj";100
276944;"Město Litomyšl";"Pardubický kraj";200
278653;"Město Česká Třebová";"Pardubický kraj";100
279773;"MĚSTO VYSOKÉ MÝTO";"Pardubický kraj";100
281859;"Město Ivančice";"Jihomoravský kraj";100
284301;"Město Otrokovice";"Zlínský kraj";200
296651;"Město Frýdlant nad Ostravicí";"Moravskoslezský kraj";100
298212;"Město Nový Jičín";"Moravskoslezský kraj";250
300870;"Město Vítkov";"Moravskoslezský kraj";50
301311;"Město Hranice";"Olomoucký kraj";100
304387;"Město Valašské Meziříčí";"Zlínský kraj";200
304450;"Město Vsetín";"Zlínský kraj";250
368806;"Knihovna města Plzně, příspěvková organizace";"Plzeňský kraj";50
376469;"Střední odborná škola a Střední odborné učiliště, Horšovský Týn, Littrowa 122";"Plzeňský kraj";50
410829;"Jihočeská zoologická zahrada Hluboká nad Vltavou";"Jihočeský kraj";25
412821;"Studijní a vědecká knihovna v Hradci Králové";"Královéhradecký kraj";50
551023;"MINISTERSTVO PRÁCE A SOCIÁLNÍCH VĚCÍ";"Praha";2000
555053;"Střední škola gastronomie a služeb, Liberec, Dvorská 447/29, příspěvková organizace";"Liberecký kraj";50
559482;"Střední průmyslová škola Zlín";"Zlínský kraj";100
561151;"Střední zdravotnická škola, Frýdek-Místek, příspěvková organizace";"Moravskoslezský kraj";25
566896;"Švehlova střední škola polytechnická Prostějov";"Olomoucký kraj";50
567914;"Psychiatrická nemocnice v Kroměříži";"Zlínský kraj";500
639516;"Střední odborná škola logistických služeb,Praha 9, Učňovská 1/100";"Praha";25
669709;"Střední zdravotnická škola a vyšší odborná škola zdravotnická Karlovy Vary, příspěvková organizace";"Karlovarský kraj";50
830411;"Domov pro seniory a Pečovatelská služba v Žatci";"Ústecký kraj";100
845060;"Střední uměleckoprůmyslová škola sklářská Valašské Meziříčí";"Zlínský kraj";25
847925;"Krajské středisko volného času Juventus, Karviná, příspěvková organizace";"Moravskoslezský kraj";25
851167;"Střední škola železniční, technická a služeb, Šumperk";"Olomoucký kraj";100
852317;"Základní škola Šumperk, 8. května 63";"Olomoucký kraj";50
875601;"Dětské centrum Kolín, příspěvková organizace";"Středočeský kraj";25
13643878;"Střední odborná škola Josefa Sousedíka Vsetín";"Zlínský kraj";100
14450551;"Národní informační a poradenské středisko pro kulturu";"Praha";50
25013891;"Dopravní podnik města Ústí nad Labem a. s.";"Ústecký kraj";250
25179896;"Slatinné lázně Třeboň s.r.o.";"Jihočeský kraj";500
25262238;"Městská nemocnice, a.s.";"Královéhradecký kraj";200
25321226;"Teplo Zlín, a.s.";"Zlínský kraj";25
25508881;"Dopravní podnik města Brna,a.s.";"Jihomoravský kraj";2500
25798278;"Technické služby města Poděbrad s.r.o.,";"Středočeský kraj";50
25951459;"Technické služby Lanškroun, s.r.o.";"Pardubický kraj";25
26000202;"Oblastní nemocnice Náchod a.s.";"Královéhradecký kraj";1500
26068877;"Nemocnice České Budějovice, a.s.";"Jihočeský kraj";3000
26239604;"AKADEMIE STING,o.p.s.";"Jihomoravský kraj";25
26360900;"Rokycanská nemocnice, a.s.";"Plzeňský kraj";250
26913216;"Správa a údržba silnic Slovácka, s.r.o.";"Zlínský kraj";50
26913453;"Správa a údržba silnic Zlínska, s.r.o.";"Zlínský kraj";50
26932211;"STAREZ - SPORT, a.s.";"Jihomoravský kraj";100
26940931;"Pečovatelská služba Kroměříž z.ú.";"Zlínský kraj";20
27283933;"Krajská nemocnice Liberec, a.s.";"Liberecký kraj";3000
27660915;"Uherskohradišťská nemocnice a.s.";"Zlínský kraj";1500
28136853;"Městská Vodohospodářská s.r.o.";"Jihočeský kraj";6
28150244;"Sportovní zařízení města České Budějovice, příspěvková organizace";"Jihočeský kraj";50
28244532;"Letiště Praha, a. s.";"Praha";2500
43379168;"Sociální služby města Žďáru nad Sázavou";"Kraj Vysočina";100
44555407;"Domov pro seniory Dobětice, příspěvková organizace";"Ústecký kraj";100
45246858;"Městská část Praha - Troja";"Praha";20
46744991;"Zdravotnická záchranná služba Libereckého kraje, příspěvková organizace";"Liberecký kraj";250
46750045;"Základní škola, Česká Lípa, 28.října 2733, příspěvková organizace";"Liberecký kraj";50
47114975;"Vojenská zdravotní pojišťovna České republiky";"Praha";500
47274549;"Domov bez hranic Rumburk, příspěvková organizace";"Ústecký kraj";50
47311975;"Dopravní podnik měst Liberce a Jablonce nad Nisou, a.s.";"Liberecký kraj";250
47366630;"Zdravotnická záchranná služba Kraje Vysočina, příspěvková organizace";"Kraj Vysočina";250
47558458;"Gymnázium Václava Hraběte, Hořovice, Jiráskova 617";"Středočeský kraj";25
47611057;"Základní škola Karla Čapka, Praha 10, Kodaňská 16/658, příspěvková organizace";"Praha";50
47921293;"Centrum sociálních služeb Prostějov, příspěvková organizace";"Olomoucký kraj";200
47934531;"Centrum pro seniory, příspěvková organizace";"Zlínský kraj";100
48133787;"Základní škola Hanspaulka a Mateřská škola Kohoutek, Praha 6, Sušická 29";"Praha";100
48134678;"ÚŘAD PRO CIVILNÍ LETECTVÍ";"Praha";100
48135445;"Policejní akademie České republiky v Praze";"Praha";250
48342912;"Gymnázium J.Š. Baara, Domažlice, Pivovarská 323";"Plzeňský kraj";50
48623695;"Gymnázium Jaroslava Žáka, Jaroměř";"Královéhradecký kraj";25
48623717;"Vyšší odborná škola stavební a Střední průmyslová škola stavební arch. Jana Letzela, Náchod, Pražská 931";"Královéhradecký kraj";25
49062417;"ODPADY PÍSEK s.r.o.";"Jihočeský kraj";25
49558862;"Základní škola Přerov, Želatovská 8";"Olomoucký kraj";25
49625586;"Vrchní státní zastupitelství v Praze";"Praha";100
49767267;"Dětský domov Cheb a Horní Slavkov, příspěvková organizace";"Karlovarský kraj";25
49774301;"Vyšší odborná škola a Střední průmyslová škola elektrotechnická, Plzeň, Koterovská 85";"Plzeňský kraj";100
49778161;"Obchodní akademie, Plzeň, nám. T.G. Masaryka 13";"Plzeňský kraj";50
60084286;"Střední uměleckoprůmyslová škola sv. Anežky České, Český Krumlov, Tavírna 109";"Jihočeský kraj";25
60252600;"Střední uměleckoprůmyslová škola a Vyšší odborná škola, Jablonec nad Nisou, Horní náměstí 1, příspěvková organizace";"Liberecký kraj";25
60337583;"Sociální služby města Havířova";"Moravskoslezský kraj";100
60418451;"Střední škola stavební Třebíč";"Kraj Vysočina";50
60418494;"Základní škola a Praktická škola Moravské Budějovice, Dobrovského 11";"Kraj Vysočina";25
60418516;"Dětský domov, Jemnice, Třešňová 748";"Kraj Vysočina";10
60433337;"Základní škola a mateřská škola Ústavní,Praha 8,Hlivická 1";"Praha";50
60446714;"Základní škola a Mateřská škola při Thomayerově nemocnici, Praha 4, Vídeňská 800";"Praha";25
60457911;"Integrovaná střední škola Stanislava Kubra, Středokluky, Školská 105";"Středočeský kraj";25
60460580;"Armádní Servisní, příspěvková organizace";"Praha";250
60732105;"Správa městských lesů Jihlava, s.r.o.";"Kraj Vysočina";100
60990406;"Základní škola Vsetín, Luh 1544";"Zlínský kraj";50
61385298;"Gymnázium, Praha 5, Nad Kavalírkou 1";"Praha";50
61385476;"Gymnázium, Praha 7, Nad Štolou 1";"Praha";100
61386855;"Smíchovská střední průmyslová škola, Praha 5, Preslova 25";"Praha";50
61388149;"Gymnázium, Střední odborná škola, Základní škola a Mateřská škola pro sluchově postižené, Praha 2, Ječná 27";"Praha";50
61389021;"Ústav fyziky plazmatu AV ČR, v.v.i.";"Praha";250
61515809;"Pedagogicko-psychologická poradna Ústeckého kraje a Zařízení pro další vzdělávání pedagogických pracovníků, Teplice, příspěvková organizace";"Ústecký kraj";100
61716456;"Krajská pedagogicko-psychologická poradna a Zařízení pro další vzdělávání pedagogických pracovníků Zlín";"Zlínský kraj";50
61781371;"Dům dětí a mládeže Horažďovice";"Plzeňský kraj";10
61974919;"EKOLTES Hranice, a.s.";"Olomoucký kraj";100
61989771;"Základní škola, Dětský domov a Školní jídelna Litovel";"Olomoucký kraj";25
62072757;"Základní škola Boskovice, příspěvková organizace";"Jihomoravský kraj";100
62303431;"EKO - UNIMED s.r.o.";"Olomoucký kraj";25
62330403;"Krajské zařízení pro další vzdělávání pedagogických pracovníků a informační centrum, Nový Jičín, příspěvková organizace";"Moravskoslezský kraj";50
62331264;"Dětský diagnostický ústav, základní škola a školní jídelna, Bohumín - Šunychl 463";"Moravskoslezský kraj";50
63080249;"Kongresové centrum Praha, a.s.";"Praha";250
63217066;"Dopravní podnik města Pardubic a. s.";"Pardubický kraj";250
63289938;"Základní škola a Gymnázium Vodňany";"Jihočeský kraj";100
63458799;"2. Základní škola Holešov";"Zlínský kraj";25
63458896;"Dětský domov se školou, základní škola a školní jídelna, Bystřice pod Hostýnem, Havlíčkova 547";"Zlínský kraj";50
64084744;"Městská realitní agentura, s.r.o.";"Moravskoslezský kraj";100
64124533;"Vrchní soud v Olomouci";"Olomoucký kraj";100
64809447;"TECHNICKÉ SLUŽBY HRADEC KRÁLOVÉ";"Královéhradecký kraj";250
64811069;"Správa nemovitostí Hradec Králové, příspěvková organizace";"Královéhradecký kraj";100
65138066;"Vak - Vodovody a kanalizace Jesenicka, a. s.";"Olomoucký kraj";25
65639600;"Základní škola, Bílina, Aléská 270, okres Teplice, příspěvková organizace";"Ústecký kraj";50
68917066;"Centrum kultury a vzdělávání, Moravská Ostrava, příspěvková organizace";"Moravskoslezský kraj";10
69650721;"Střední odborná škola průmyslová a Střední odborné učiliště strojírenské, Prostějov, Lidická 4";"Olomoucký kraj";25
69971901;"13. základní škola Plzeň, Habrmannova 45, příspěvková organizace";"Plzeňský kraj";50
70108374;"Centrum sociální a ošetřovatelské pomoci Praha 5, příspěvková organizace";"Praha";50
70108391;"Základní škola a mateřská škola Praha - Slivenec, Ke Smíchovu 16";"Praha";50
70152853;"Městské muzeum a galerie Polička";"Pardubický kraj";10
70259909;"Gymnázium, Hranice, Zborovská 293";"Olomoucký kraj";25
70285314;"Středisko volného času Znojmo, příspěvková organizace";"Jihomoravský kraj";20
70837627;"Úřad pro ochranu osobních údajů";"Praha";100
70839352;"Odborná škola, Základní škola a Mateřská škola Zbůch, V Sídlišti 349";"Plzeňský kraj";50
70844763;"Sociální centrum města Světlá nad Sázavou";"Kraj Vysočina";50
70844844;"Český úřad pro zkoušení zbraní a střeliva";"Praha";25
70845425;"Střední průmyslová škola Ostrov, příspěvková organizace";"Karlovarský kraj";50
70867917;"Základní škola Brno , Tuháčkova 25, příspěvková organizace";"Jihomoravský kraj";50
70876606;"Domov pro seniory Chodov";"Praha";200
70882380;"Základní škola Česká Třebová, Habrmanova ulice";"Pardubický kraj";50
70883378;"Hasičský záchranný sbor Plzeňského kraje";"Plzeňský kraj";500
70885222;"Městské technické služby Bílina, příspěvková organizace";"Ústecký kraj";100
70887292;"Domov pro seniory Věstonická, příspěvková organizace";"Jihomoravský kraj";250
70890013;"Povodí Moravy, s.p.";"Jihomoravský kraj";500
70894451;"Energetický regulační úřad";"Kraj Vysočina";250
70924350;"Mateřská škola, Praha 10, Zvonková 12/2901, příspěvková organizace";"Praha";10
70984751;"Základní škola, Ostrava - Poruba, J. Šoupala 1609, příspěvková organizace";"Moravskoslezský kraj";25
71009256;"Hygienická stanice hlavního města Prahy se sídlem v Praze";"Praha";250
71009302;"Krajská hygienická stanice Libereckého kraje se sídlem v Liberci";"Liberecký kraj";100
71009361;"Zdravotní ústav se sídlem v Ústí nad Labem";"Ústecký kraj";500
71175130;"Krajský dětský domov pro děti do 3 let, příspěvková organizace";"Karlovarský kraj";50
71191283;"Regionální muzeum v Litomyšli";"Pardubický kraj";20
71193952;"Domovy Na Třešňovce";"Královéhradecký kraj";50
71229116;"Domov seniorů Benešov, poskytovatel sociálních služeb";"Středočeský kraj";50
71459251;"Pečovatelská služba okresu Benešov";"Středočeský kraj";50
72052414;"Active - středisko volného času, příspěvková organizace";"Kraj Vysočina";25
72553995;"Buly aréna - Aquapark Kravaře, příspěvková organizace";"Moravskoslezský kraj";10
75002779;"Domov Ždírec, příspěvková organizace";"Kraj Vysočina";50
75004259;"Sociální služby pro seniory Olomouc, příspěvková organizace";"Olomoucký kraj";100
75004402;"Domov pro seniory Červenka, příspěvková organizace";"Olomoucký kraj";50
75008271;"Archeologické centrum Olomouc, příspěvková organizace";"Olomoucký kraj";25
75009871;"Domov Hostomice - Zátor, poskytovatel sociálních služeb";"Středočeský kraj";25
75011191;"Centrum sociálních služeb Jindřichův Hradec";"Jihočeský kraj";500
75011204;"Domov pro seniory Chýnov";"Jihočeský kraj";50
75064006;"Poradna pro rodinu Pardubického kraje";"Pardubický kraj";25
75075920;"Střední škola zemědělská a Vyšší odborná škola Chrudim";"Pardubický kraj";50
75080516;"Středisko volného času, Ostrava - Zábřeh, příspěvková organizace";"Moravskoslezský kraj";25
75151481;"Krajské ředitelství policie Středočeského kraje";"Praha";4000
86652052;"Státní ústav radiační ochrany, v.v.i.";"Praha";100
515;"LOM PRAHA s.p.";"Praha";500
1171;"Česká agentura na podporu obchodu";"Praha";100
1279;"STÁTNÍ TISKÁRNA CENIN, státní podnik";"Praha";250
5886;"Dopravní podnik hl.m. Prahy ,akciová společnost";"Praha";10000
10669;"Výzkumný a zkušební letecký ústav, a.s.";"Praha";200
20681;"Ústav pro hospodářskou úpravu lesů";"Středočeský kraj";250
22985;"Ministerstvo školství, mládeže a tělovýchovy";"Praha";1000
23001;"INSTITUT KLINICKÉ A EXPERIMENTÁLNÍ MEDICINY";"Praha";2000
23272;"NÁRODNÍ MUZEUM";"Praha";500
23833;"ÚSTAV ZDRAVOTNICKÝCH INFORMACÍ A STATISTIKY ČR";"Praha";250
24392;"Obvodní soud pro Prahu 2";"Praha";100
24473;"Obvodní soud pro Prahu 10";"Praha";100
24554;"Okresní soud v Mladé Boleslavi";"Středočeský kraj";50
24651;"Okresní soud v Pelhřimově";"Kraj Vysočina";25
24961;"Okresní soud v Jičíně";"Královéhradecký kraj";50
24970;"Okresní soud v Náchodě";"Královéhradecký kraj";50
25127;"Okresní soud v Kroměříži";"Zlínský kraj";50
25143;"Okresní soud v Třebíči";"Kraj Vysočina";50
25216;"Okresní soud ve Frýdku Místku";"Moravskoslezský kraj";100
25259;"Okresní soud v Opavě";"Moravskoslezský kraj";100
25267;"Okresní soud v Ostravě";"Moravskoslezský kraj";250
26000;"MĚSTSKÉ STÁTNÍ ZASTUPITELSTVÍ V PRAZE";"Praha";250
27014;"Výzkumný ústav živočišné výroby, v. v. i.";"Praha";200
27022;"Výzkumný ústav potravinářský Praha, v.v.i.";"Praha";25
