,ContractId,VersionId,Subject,PublishedAtUtc,ValueVatExcluded,ValueVatIncluded,SupplierIC,SupplierName,PublisherIC,PricePaid
11124,369793,394005,Objednávka - dobití karet - stravenky,2016-10-14 08:25:13,,210879,24745391,Edenred CZ s.r.o.,282651,210879.0
11125,732849,778793,Objednávka stravenky,2016-12-07 16:47:37,360000.0,,24745391,Edenred CZ s.r.o.,845451,360000.0
11126,537965,590981,Objednávka_stravenky 10/2016_ÚzP Ostrava I ,2016-11-15 08:57:20,102830.0,102830,24745391,Edenred CZ s.r.o.,72080043,102830.0
11127,674301,716057,Objednávka stravenek pro OS ZZS Příbram,2016-11-30 11:28:40,73850.0,73850,24745391,Edenred CZ s.r.o.,75030926,73850.0
11131,1103073,1174377,Objednávka_stravenky 2/2017_ÚzP Náchod (AVISme 2016001955),2017-02-03 10:47:11,141260.0,141260,24745391,Edenred CZ s.r.o.,72080043,141260.0
11132,5319483,5727475,Objednávka stravenek pro ZZS Kutná Hora - květen  2018,2018-06-01 11:28:17,,74225,24745391,Edenred CZ s.r.o.,75030926,74225.0
11134,5708731,6148995,Objednávka stravenek,2018-07-16 11:16:36,,113546,24745391,Edenred CZ s.r.o.,293199,113546.0
11135,568769,605285,"RK,DO,KO stravenky 11/16 ",2016-11-16 13:51:35,103040.0,103040,24745391,Edenred CZ s.r.o.,72080043,103040.0
11136,5904287,6362179,Nákup stravenek 08-2018,2018-08-08 11:08:45,540000.0,,24745391,Edenred CZ s.r.o.,25062,540000.0
11140,721113,766329,Objednávka_stravenky 12/2016_ÚzP Náchod (AVISme 2016000944),2016-12-06 14:17:08,88410.0,88410,24745391,Edenred CZ s.r.o.,72080043,88410.0
11141,1102713,1174013,úhrada stravenek pro zaměstnance KFA na měsíc únor 2017 (AVISme 2016000033),2017-02-03 10:24:07,99681.0,99681,24745391,Edenred CZ s.r.o.,72546522,99681.0
11142,728713,774449,objednávka stravenek endered,2016-12-07 12:50:31,1041322.0,1260000,24745391,Edenred CZ s.r.o.,47813059,1041322.0
11143,940825,1006453,Okresní soud ve Zlíně - Objednávka stravenky 1/2017,2017-01-11 14:46:26,118300.0,,24745391,Edenred CZ s.r.o.,25097,118300.0
11144,5456899,5874979,Objednávka - stravenky na květen 2018,2018-06-15 08:33:20,257420.0,258558,24745391,Edenred CZ s.r.o.,212423,257420.0
11145,5128383,5525819,Objednávka stravenek č. O190/2018/0160/OKT,2018-05-15 08:12:49,396300.0,399237,24745391,Edenred CZ s.r.o.,63461,396300.0
11146,784677,835281,Objednávka č. 1198/0025/16 - stravenky,2016-12-15 12:02:33,336480.0,,24745391,Edenred CZ s.r.o.,216224,336480.0
11148,760221,808577,objednávka stravenek,2016-12-12 15:19:43,212100.0,212541,24745391,Edenred CZ s.r.o.,60545984,212100.0
11152,862425,917977,Objednávka stravenek pro ZZS Praha-východ - prosinec 2016,2016-12-28 16:45:13,,81925,24745391,Edenred CZ s.r.o.,75030926,81925.0
11158,884293,941573,Objednávka_stravenky 1/2017_ÚzP Náchod (AVISme 2016001543),2017-01-03 11:01:00,172480.0,172480,24745391,Edenred CZ s.r.o.,72080043,172480.0
11160,303457,324117,objednávka - stravenky,2016-10-03 13:45:02,,82500,24745391,Edenred CZ s.r.o.,271560,82500.0
11164,5505223,5927355,Objednávka č. 1198/0068/18 - dodávka stravenek,2018-06-20 13:47:17,307040.0,,24745391,Edenred CZ s.r.o.,216224,307040.0
11165,911405,970689,Objednávka stravenek ÚzP Brno III 1/2017 (AVISme 2016001644),2017-01-06 08:10:28,257180.0,257180,24745391,Edenred CZ s.r.o.,72080043,257180.0
11167,5736243,6178743,Zveřejnění smlouvy:  Objednávka stravenek č. O/2225/2018/OHS na 8/2018,2018-07-18 15:05:33,,360000,24745391,Edenred CZ s.r.o.,845451,360000.0
11168,274009,293365,Objednávka stravenek HN,2016-09-26 13:41:03,200000.0,2e+05,24745391,Edenred CZ s.r.o.,72496991,200000.0
11171,1198057,1276393,objednávka stravenek,2017-02-17 11:10:01,,96000,24745391,Edenred CZ s.r.o.,300292,96000.0
11172,719397,764489,"Objednávka_stravenky_FÚ pro Lib.kraj, ÚzP v Liberci, ÚzP ve Frýdlantě (AVISme 2016000930)",2016-12-06 12:54:45,198660.0,198660,24745391,Edenred CZ s.r.o.,72080043,198660.0
11173,5763223,6208091,objednávka stravenek,2018-07-23 08:59:58,,270000,24745391,Edenred CZ s.r.o.,60555980,270000.0
11174,5151355,5550019,stravenky květen 2018,2018-05-16 13:48:52,75182.0,,24745391,Edenred CZ s.r.o.,27467686,75182.0
11177,5757471,6202039,Nákup stravenek ,2018-07-20 13:09:44,245200.0,,24745391,Edenred CZ s.r.o.,24422,245200.0
11260,148437,156565,PrF_stravenky_092016,2016-08-30 06:02:52,201123.0,,24745391,Edenred CZ s.r.o.,216224,201123.0
11263,584129,621537,Objednávka_stravenky 11/ 2016_ÚzP Ostrava III ,2016-11-21 14:47:02,133875.0,133875,24745391,Edenred CZ s.r.o.,72080043,133875.0
11264,729133,846957,Objednávka - nákup stravenek,2016-12-16 13:13:06,175000.0,,24745391,Edenred CZ s.r.o.,284653,175000.0
11265,769077,818145,Objednávka stravenek Ticket restaurant listopad 2016,2016-12-13 14:38:25,93060.0,,24745391,Edenred CZ s.r.o.,70961808,93060.0
11268,5050851,5443555,stravenky objednávka,2018-05-03 16:13:34,706000.0,,24745391,Edenred CZ s.r.o.,216224,706000.0
11270,1108309,1179769,Objednávka stravenek únor 2017,2017-02-03 14:19:34,655177.0,,24745391,Edenred CZ s.r.o.,215724,655177.0
11272,5661143,6097547,Objednávka stravenek č. O190/2018/0220/OKT,2018-07-10 09:33:13,401645.0,402158,24745391,Edenred CZ s.r.o.,63461,401645.0
11273,823341,876137,objednávka stravenek na měsíc prosinec 2016 Edenred,2016-12-21 11:02:19,,136446,24745391,Edenred CZ s.r.o.,274101,136446.0
11274,537969,591021,Objednávka_stravenky 08/2016_ÚzP Ostrava I ,2016-11-15 08:59:45,90580.0,90580,24745391,Edenred CZ s.r.o.,72080043,90580.0
11276,744681,791705,stravenky na prosinec 2016,2016-12-09 08:51:11,,141200,24745391,Edenred CZ s.r.o.,25071,141200.0
11278,4388660,4731260,OBJEDNÁVKA - zakoupení 2 500 ks stravenek,2018-02-19 14:49:10,,2e+05,61860476,Sodexo Pass Česká republika a.s.,212423,200000.0
11279,4720708,5091212,Objednávka - stravenky_03/18,2018-03-28 07:45:41,732000.0,,61860476,Sodexo Pass Česká republika a.s.,48199931,732000.0
11280,3929844,4243224,Rámcová dohoda na dodávku stravenek a benefitních poukázek pro zaměstnance,2017-12-28 15:44:49,31904064.0,,61860476,Sodexo Pass Česká republika a.s.,60457856,31904064.0
11281,3719620,4012592,Objednávka stravenek,2017-12-07 11:51:23,189000.0,190202,61860476,Sodexo Pass Česká republika a.s.,73504,189000.0
11283,4003864,4309372,objednávka stravenek KoP Rakovník,2018-01-08 13:43:52,93587.0,93685,61860476,Sodexo Pass Česká republika a.s.,72496991,93587.0
11284,4689660,5057388,Objednávka stravenek,2018-03-23 13:48:07,,72229,61860476,Sodexo Pass Česká republika a.s.,121649,72229.0
11285,4003272,4308636,objednávka stravenek - prosinec 2017,2018-01-08 13:21:31,,67217,61860476,Sodexo Pass Česká republika a.s.,25677675,67217.0
11286,4081580,4396376,Smlouva kupní - odběr stravenek,2018-01-16 09:34:46,701919.0,701919,61860476,Sodexo Pass Česká republika a.s.,72053119,701919.0
11287,4555476,4912924,Objednávka stravenek 03/2018 ,2018-03-09 07:55:27,,857703,61860476,Sodexo Pass Česká republika a.s.,23736,857703.0
11288,3529740,3804688,Nákup stravenek,2017-11-20 12:37:46,135724.0,135876,61860476,Sodexo Pass Česká republika a.s.,73504,135724.0
11291,3983768,4287476,Objednávka stravenek leden 2018,2018-01-05 10:39:00,277600.0,277600,61860476,Sodexo Pass Česká republika a.s.,75003716,277600.0
11294,5813395,6262655,Nákup stravenek,2018-07-27 06:59:52,330000.0,330000,62913671,Up Česká republika s.r.o.,24759,330000.0
11298,3292423,3550859,objednávka stravenek pro zaměstnance na měsíc říjen.,2017-10-25 14:03:22,,61228,62913671,Up Česká republika s.r.o.,69650721,61228.0
11319,3093898,3334306,Objednávka stravenek - říjen 2017,2017-10-04 15:23:50,,757088,61860476,Sodexo Pass Česká republika a.s.,72496991,757088.0
11321,2851494,3069950,stravenky,2017-09-06 09:34:04,18319.0,18385,61860476,Sodexo Pass Česká republika a.s.,523925,18319.0
11325,3110134,3351922,objednávka stravenek říjen 2017,2017-10-06 08:15:06,175100.0,175100,61860476,Sodexo Pass Česká republika a.s.,24945,175100.0
11326,2522370,2715746,Kupní smlouva realizační - 2300 ks stravenek - červenec 2017,2017-07-28 10:01:30,,184000,61860476,Sodexo Pass Česká republika a.s.,71009345,184000.0
11327,2827594,3043778,Objednávka stravenek na září 2017,2017-09-04 09:48:58,,144000,61860476,Sodexo Pass Česká republika a.s.,373222,144000.0
11328,1439322,1554662,Objednávka stravenek 3/2017,2017-03-27 12:21:07,67500.0,67500,61860476,Sodexo Pass Česká republika a.s.,45773009,67500.0
11330,1537578,1658682,Objednáváme u vás stravenky  1600 ks á 70 Kč,2017-04-07 07:17:29,112000.0,,61860476,Sodexo Pass Česká republika a.s.,70960399,112000.0
11331,2801494,3014598,1600 ks stravenky,2017-08-30 16:12:57,,104000,61860476,Sodexo Pass Česká republika a.s.,267538,104000.0
11332,4150458,4471890,Objednávka - stravenky č. 8/18,2018-01-23 14:27:20,240000.0,,61860476,Sodexo Pass Česká republika a.s.,26463318,240000.0
11334,1972502,2126630,stravenky květen 2017,2017-06-05 14:34:55,,174420,61860476,Sodexo Pass Česká republika a.s.,274046,174420.0
11335,2725042,2932674,"Nákup stravenek, KoP Orlová",2017-08-22 11:30:32,,75035,61860476,Sodexo Pass Česká republika a.s.,72496991,75035.0
11336,1740066,1878150,Objednávka stravenek 05/2017 Jeseník,2017-05-05 15:58:32,80655.0,80743,61860476,Sodexo Pass Česká republika a.s.,72496991,80655.0
11337,1732734,1870394,stravenky V/17,2017-05-05 09:55:56,,144000,61860476,Sodexo Pass Česká republika a.s.,27673286,144000.0
11339,1381670,1493462,Kupní smlouva - stravenky Břeclav 3/2017,2017-03-17 13:29:32,191256.0,191436,61860476,Sodexo Pass Česká republika a.s.,72496991,191256.0
11341,3172354,3420242,2000 ks stravenek pro zaměstnance MěÚ,2017-10-12 15:03:23,,140229,61860476,Sodexo Pass Česká republika a.s.,247618,140229.0
11342,1699626,1835834,Objednáváme u Vás stravenky 3/2017 (AVISme 2017000185),2017-05-02 10:47:09,5663770.0,5663770,61860476,Sodexo Pass Česká republika a.s.,71214011,5663770.0
11343,2724782,2932406,Nákup stravenek KoP Karviná,2017-08-22 11:19:14,,226404,61860476,Sodexo Pass Česká republika a.s.,72496991,226404.0
11344,1985830,2140902,Objednávka stravenek červen 2017,2017-06-06 15:23:28,193400.0,193400,61860476,Sodexo Pass Česká republika a.s.,24945,193400.0
11345,3191854,3441734,dílčí plnění - stravenky srpen,2017-10-16 10:30:42,,132678,61860476,Sodexo Pass Česká republika a.s.,60162694,132678.0
11346,2190074,2360370,Koupě stravenek,2017-06-27 09:58:45,645429.0,646049,61860476,Sodexo Pass Česká republika a.s.,72496991,645429.0
11347,2413854,2600662,Objednávka na  2 700 stravenek,2017-07-18 13:57:17,,216000,61860476,Sodexo Pass Česká republika a.s.,212423,216000.0
11350,2520734,2714006,Objednávka stravenek srpen 2017,2017-07-28 09:33:38,,273431,61860476,Sodexo Pass Česká republika a.s.,72496991,273431.0
11351,2888394,3110026,objednávka stravenek pro zaměstnance,2017-09-11 11:31:30,,443933,61860476,Sodexo Pass Česká republika a.s.,72496991,443933.0
11353,1721330,1858462,"Objednávka stravenek.
",2017-05-04 10:38:23,59105.0,,61860476,Sodexo Pass Česká republika a.s.,60076658,59105.0
11354,1523502,1643274,stravenky pro zaměstnance,2017-04-05 13:49:37,,136000,61860476,Sodexo Pass Česká republika a.s.,27673286,136000.0
11357,3015894,3249174,Objednávka stravenek,2017-09-25 15:34:49,,297244,61860476,Sodexo Pass Česká republika a.s.,68378092,297244.0
11360,1876650,2024618,Kupní smlouva realizační - 2100 ks stravenek - květen 2017,2017-05-25 10:34:36,,168000,61860476,Sodexo Pass Česká republika a.s.,71009345,168000.0
11361,2745610,2954734,Kupní smlouva - stravenky pro zaměstnance KoP Brno-venkov,2017-08-24 10:01:58,224910.0,225118,61860476,Sodexo Pass Česká republika a.s.,72496991,224910.0
11362,3073258,3311410,Kupní smlouva - stravenky  pro KoP Blansko ,2017-10-03 10:06:04,145313.0,145455,61860476,Sodexo Pass Česká republika a.s.,72496991,145313.0
11364,2559402,2755018,Objednávka stravenky - srpen,2017-08-02 07:30:38,189000.0,,61860476,Sodexo Pass Česká republika a.s.,26043335,189000.0
11365,1734734,1872466,"Nákup stravenek KoP Havířov, květen",2017-05-05 11:23:08,,154860,61860476,Sodexo Pass Česká republika a.s.,72496991,154860.0
11366,1954902,2107914,objednávka stravenek 6/2017,2017-06-02 10:16:58,137715.0,138226,61860476,Sodexo Pass Česká republika a.s.,67985971,137715.0
11368,2309738,2490662,Objednávka stravenek za červen 2017,2017-07-07 07:46:41,103280.0,,61860476,Sodexo Pass Česká republika a.s.,78,103280.0
11370,2317954,2499150,Objednávka stravenek 07/2017 Jeseník,2017-07-07 16:00:28,67242.0,67318,61860476,Sodexo Pass Česká republika a.s.,72496991,67242.0
11371,1657758,1789174,"Kupní smlouva - stravenky pro zaměstnance KoP Vyškov, Slavkov, Bučovice",2017-04-25 13:20:08,105073.0,105181,61860476,Sodexo Pass Česká republika a.s.,72496991,105073.0
11372,3042906,3278654,Objednávka stravenek za září 2017,2017-09-27 14:40:20,71850.0,,61860476,Sodexo Pass Česká republika a.s.,26418274,71850.0
11379,1665682,1797930,objednávka stravenek GŘ ÚPČR,2017-04-26 10:38:08,,257353,61860476,Sodexo Pass Česká republika a.s.,72496991,257353.0
11380,2843714,3061626,LP - stravenky - 8/2017,2017-09-05 13:30:27,111218.0,,61860476,Sodexo Pass Česká republika a.s.,28244532,111218.0
11382,2670186,2872910,"Zajištění stravenek pro zaměstnance KÚSK, za období červenec 2017",2017-08-15 09:33:40,661314.0,800190,61860476,Sodexo Pass Česká republika a.s.,70891095,661314.0
11386,1753258,1891786,"Objednávka - 3.306 ks stravenek pro zaměstnance za období 4/2017 v hodnotě 100,-- Kč",2017-05-09 13:36:55,,340600,61860476,Sodexo Pass Česká republika a.s.,63754,340600.0
11387,2121238,2286702,Objednávka stravenek - červen 2017 - č.0779004986,2017-06-21 09:33:36,103040.0,,61860476,Sodexo Pass Česká republika a.s.,25135,103040.0
11388,1439838,1555230,stravenky,2017-03-27 13:00:59,85660.0,85798,61860476,Sodexo Pass Česká republika a.s.,47114304,85660.0
11389,2851338,3069782,Objednávka stravenek září 2017,2017-09-06 09:26:56,216000.0,,61860476,Sodexo Pass Česká republika a.s.,40526551,216000.0
11391,1944098,2096482,Objednávka stravenek,2017-06-01 12:26:54,90960.0,90960,61860476,Sodexo Pass Česká republika a.s.,25186,90960.0
11393,2760638,2970878,OBJEDNÁVKA - zakoupení 1 200 ks stravenek,2017-08-25 11:57:38,96000.0,,61860476,Sodexo Pass Česká republika a.s.,212423,96000.0
11394,1754206,1892790,objednávka - stravenky,2017-05-09 14:15:48,,257646,61860476,Sodexo Pass Česká republika a.s.,60793716,257646.0
11397,1623162,1751570,stravenky,2017-04-20 14:51:28,80630.0,80762,61860476,Sodexo Pass Česká republika a.s.,47114304,80630.0
11401,1536390,1657446,Objednávka stravenek na duben,2017-04-06 16:28:29,,81051,61860476,Sodexo Pass Česká republika a.s.,64343,81051.0
11402,2603322,2802014,Objednávka stravenek 08/17,2017-08-07 12:34:31,526288.0,528668,61860476,Sodexo Pass Česká republika a.s.,4095316,526288.0
11404,2887226,3108754,"Objednávka - 3701 ks stravenek pro zaměstnance v hodnotě 100,-- Kč",2017-09-11 10:33:50,,380100,61860476,Sodexo Pass Česká republika a.s.,63754,380100.0
11405,1777898,1917958,RS_objednávka - Obj.081_2017 - Sodexo Pass Česká republika a.s. - stravenky,2017-05-12 07:49:40,82430.0,82940,61860476,Sodexo Pass Česká republika a.s.,240044,82430.0
11406,1961734,2115198,Objednávka stravenek na červen 2017,2017-06-02 16:05:07,116560.0,116560,61860476,Sodexo Pass Česká republika a.s.,71185216,116560.0
11408,1707786,1844322,Objednávka stravenek 5/2017,2017-05-03 08:33:48,133887.0,134384,61860476,Sodexo Pass Česká republika a.s.,67985971,133887.0
11409,1739998,1878082,Objednávka stravenek 05/2017 Přerov,2017-05-05 15:48:14,236075.0,236292,61860476,Sodexo Pass Česká republika a.s.,72496991,236075.0
11411,451957,1689266,Objendávka stravenky 10/2016,2017-04-11 09:52:24,80890.0,80929,61860476,Sodexo Pass Česká republika a.s.,75086999,80890.0
11412,2549266,2744290,"Nákup stravenek, KoP Frýdek-Místek",2017-08-01 09:46:40,,201082,61860476,Sodexo Pass Česká republika a.s.,72496991,201082.0
11415,1470594,1587922,Kupní smlouva realizační - 2400 ks stravenek - březen 2017,2017-03-30 10:25:53,,192000,61860476,Sodexo Pass Česká republika a.s.,71009345,192000.0
11416,2004994,2161394,kupní smlouva - stravenky pro zaměstnance KrP a KoP v Brně ,2017-06-08 12:48:10,642560.0,643097,61860476,Sodexo Pass Česká republika a.s.,72496991,642560.0
11417,2357734,2541534,objednávka stravenek - 7 - 2017,2017-07-12 14:49:18,165152.0,165310,61860476,Sodexo Pass Česká republika a.s.,72496991,165152.0
11419,1757438,1896198,Kupní smlouva - stravenky pro zaměstnance KoP Brno-venkov 5-2017,2017-05-10 06:59:01,239368.0,239588,61860476,Sodexo Pass Česká republika a.s.,72496991,239368.0
11420,2771942,2982742,Objednávka stravenek ke sml.č. 7/0978/94,2017-08-28 11:38:13,260500.0,260605,61860476,Sodexo Pass Česká republika a.s.,27251,260500.0
11423,2226858,2400914,Nákup stravenek KoP Karviná,2017-06-28 16:28:55,,243045,61860476,Sodexo Pass Česká republika a.s.,72496991,243045.0
11425,2503814,2696058,objednávka stravenek,2017-07-27 07:46:28,165445.0,,61860476,Sodexo Pass Česká republika a.s.,583171,165445.0
11426,2172482,2341386,Objednávka - stravenky_06/17,2017-06-26 10:18:18,,780000,61860476,Sodexo Pass Česká republika a.s.,48199931,780000.0
11427,3107886,3349582,Objednávka stravenek ,2017-10-05 16:31:36,83650.0,84721,61860476,Sodexo Pass Česká republika a.s.,64343,83650.0
11428,1489446,1607542,objednávka stravenek duben 2017,2017-03-31 14:25:32,,99800,61860476,Sodexo Pass Česká republika a.s.,64124584,99800.0
11430,2466366,2655982,"Nákup stravenek, KoP Orlová",2017-07-24 10:42:29,,64665,61860476,Sodexo Pass Česká republika a.s.,72496991,64665.0
11431,2753914,2963826,Nákup stravenek,2017-08-25 07:52:04,65458.0,65974,61860476,Sodexo Pass Česká republika a.s.,60318988,65458.0
11432,2443230,3461154,Kupní smlouva - stravenky,2017-10-17 13:31:08,35100.0,35100,61860476,Sodexo Pass Česká republika a.s.,90450,35100.0
11437,2691906,2896842,Objednáváme u Vás stravenky 7/2017 (AVISme 2017000899),2017-08-17 10:36:42,3985170.0,3985170,61860476,Sodexo Pass Česká republika a.s.,71214011,3985170.0
11440,2563050,2758962,kupní smlouva - stravenky pro zaměstnance ,2017-08-02 10:58:46,642560.0,643097,61860476,Sodexo Pass Česká republika a.s.,72496991,642560.0
11441,3262966,3519714,"Objednáváme 7500 ks stravenek (hodnota stravenky Kč 65,--) dle smlouvy OVV 10/2011",2017-10-23 14:06:35,,487500,61860476,Sodexo Pass Česká republika a.s.,244309,487500.0
11442,1999534,2155510,Objednávka stravenek - červen,2017-06-08 08:08:14,416480.0,416480,61860476,Sodexo Pass Česká republika a.s.,47366630,416480.0
11443,1306730,1400574,2. LF UK: Nákup stravenek,2017-03-07 13:40:02,155960.0,188712,61860476,Sodexo Pass Česká republika a.s.,216208,155960.0
11445,1258354,1406958,"684808, Sodexo Pass Česká republika a.s., nákup stravenek v počtu 1 426 ks za období 1/2017, dílčí plnění smlouvy 2016001, EVZ 337, RS 58, SML 53, výzva 81. Rozpočet + zaměstnanci cestou ISSP 92 480,00 Kč, příspěvek z FKSP 21 600,00 Kč.",2017-03-08 04:02:29,,92480,61860476,Sodexo Pass Česká republika a.s.,60162694,92480.0
11449,2881174,3102370,objdenávka stravenek KoP Praha-západ,2017-09-08 14:31:20,57523.0,57591,61860476,Sodexo Pass Česká republika a.s.,72496991,57523.0
11457,3181518,3430438,stravenky na volby 2017 - 556ks,2017-10-13 11:52:02,,25079,61860476,Sodexo Pass Česká republika a.s.,44992785,25079.0
11458,3169730,3417302,nákup stravenek - zveřejnění obj. č. 3132/2017/270,2017-10-12 13:08:29,595041.0,720000,61860476,Sodexo Pass Česká republika a.s.,845451,595041.0
11459,1987922,2143142,objednávka stravenek,2017-06-07 08:19:46,,136000,61860476,Sodexo Pass Česká republika a.s.,27673286,136000.0
11462,2008166,2164834,Objednávka stravenek duben 2017,2017-06-08 15:04:33,61790.0,61829,61860476,Sodexo Pass Česká republika a.s.,71001514,61790.0
11463,3087154,3326786,Objednávka stravenek 10_2017 včetně akceptace,2017-10-04 10:35:57,266760.0,266760,61860476,Sodexo Pass Česká republika a.s.,75003716,266760.0
11464,1876402,2024350,3.LF UK – Objednávka – nákup stravenek ,2017-05-25 10:23:25,404000.0,404840,61860476,Sodexo Pass Česká republika a.s.,216208,404000.0
11465,3117782,3360178,Objednávka - stravenky,2017-10-06 13:57:04,,261128,61860476,Sodexo Pass Česká republika a.s.,60793716,261128.0
11467,249565,1689298,Objednávka stravenky 9/2016,2017-04-11 09:54:07,86790.0,86829,61860476,Sodexo Pass Česká republika a.s.,75086999,86790.0
11468,2833218,3050094,Objednávka stravenek pro zaměstnance,2017-09-04 14:20:18,135032.0,135165,61860476,Sodexo Pass Česká republika a.s.,72496991,135032.0
11471,2863854,3083486,FHS_Sodexo Pass ČR as_Nákup stravenek_září 2017,2017-09-07 09:44:47,,99103,61860476,Sodexo Pass Česká republika a.s.,216208,99103.0
11472,1566078,1688562,Objednávka stravenky 2/2017,2017-04-11 09:11:39,78490.0,78529,61860476,Sodexo Pass Česká republika a.s.,75086999,78490.0
11473,2808814,3022754,Objednávka stravenek - srpen 2017 - č.0779006019,2017-08-31 12:36:02,94560.0,,61860476,Sodexo Pass Česká republika a.s.,25135,94560.0
11474,2019842,2177202,objednávka stravenek květen 2017 včetně potvrzení,2017-06-09 13:30:43,71050.0,71155,61860476,Sodexo Pass Česká republika a.s.,71001514,71050.0
11478,1677858,1811066, objednávka stravenek pro zaměstnance ,2017-04-27 10:18:48,,484046,61860476,Sodexo Pass Česká republika a.s.,72496991,484046.0
11480,2228158,2402254,Nákup stravenek na srpen 2016,2017-06-28 17:39:48,148612.0,148612,61860476,Sodexo Pass Česká republika a.s.,62933591,148612.0
11482,2316402,2497546,Nákup stravenek pro zaměstnance ÚPČR - KrP ve Zlíně,2017-07-07 13:08:32,,760017,61860476,Sodexo Pass Česká republika a.s.,72496991,760017.0
11484,1912570,2063122,stravenky,2017-05-30 08:09:30,51599.0,51799,61860476,Sodexo Pass Česká republika a.s.,96725,51599.0
11485,2338802,2521578,objednávka stravenek,2017-07-11 10:58:51,165445.0,,61860476,Sodexo Pass Česká republika a.s.,583171,165445.0
11486,1282586,1375338,stravenky 02/2017/Ř,2017-03-03 08:50:19,,29610,61860476,Sodexo Pass Česká republika a.s.,70960399,29610.0
11487,2802718,3015902,Objednávka č. 4179006746_produkt - stravenka_září 2017_FSS MU_Sodexo,2017-08-31 06:03:55,274939.0,,61860476,Sodexo Pass Česká republika a.s.,216224,274939.0
11488,2753778,2963690,Nákup stravenek,2017-08-25 07:48:44,65458.0,65974,61860476,Sodexo Pass Česká republika a.s.,60318988,65458.0
11491,2009302,2166038,"Předmětem objednávky č. 4279002593 je objednávka stravenek pro zaměstnance VZP ČR za měsíc květen 2017, a to na základě rámcové smlouvy č. 2013-9922-00200 o nákupu a užití stravenek.",2017-06-08 17:26:05,5644000.0,5644000,61860476,Sodexo Pass Česká republika a.s.,41197518,5644000.0
11492,2637154,2838114,2.000 ks stravenek pro zaměstnance MěÚ,2017-08-10 08:56:03,,140229,61860476,Sodexo Pass Česká republika a.s.,247618,140229.0
11494,3247778,3503070,Objednávka  stravenek pro zaměstnance,2017-10-20 11:26:01,,540000,61860476,Sodexo Pass Česká republika a.s.,67985891,540000.0
11497,2819054,3034418,Dodávka stravenek 09/2017,2017-09-01 12:20:14,,65360,61860476,Sodexo Pass Česká republika a.s.,25054,65360.0
11498,1752454,1890918,Kupní smlouva - stravenky pro zaměstnance KoP Břeclav 5-2017,2017-05-09 12:53:48,174389.0,174555,61860476,Sodexo Pass Česká republika a.s.,72496991,174389.0
11500,1374298,1485574,"Nákup stravenek KoP Havířov, březen 2017",2017-03-16 14:02:33,,175439,61860476,Sodexo Pass Česká republika a.s.,72496991,175439.0
11501,961569,1689030,Objednávka stravenky 12/2016,2017-04-11 09:43:11,81690.0,81729,61860476,Sodexo Pass Česká republika a.s.,75086999,81690.0
11503,2229494,2403690,Objednávka 180170007/KS stravenek pro SU Olomouc,2017-06-29 06:26:13,119420.0,119420,61860476,Sodexo Pass Česká republika a.s.,70960399,119420.0
11594,3336228,3598020,Objednávka stravenek na listopad,2017-10-31 07:27:58,,126000,62913671,Up Česká republika s.r.o.,270059,126000.0
11595,1794870,1936334,stravenky,2017-05-15 14:02:19,84000.0,84000,62913671,Up Česká republika s.r.o.,277819,84000.0
11599,4140752,4461252,Objednávka stravenek 01/2018,2018-01-22 14:09:51,123440.0,,62913671,Up Česká republika s.r.o.,638749,123440.0
11600,3383160,3648424,Objednávka stravenek říjen 2017,2017-11-03 08:59:33,,130002,62913671,Up Česká republika s.r.o.,67985530,130002.0
11601,4486440,4837720,Objednávka stravenek na měsíc 1/2018,2018-03-01 14:19:25,67180.0,,62913671,Up Česká republika s.r.o.,266621,67180.0
11602,4347824,4686036,Objednávka - personifikované stravenky,2018-02-14 09:16:46,622511.0,,62913671,Up Česká republika s.r.o.,301825,622511.0
11606,3420508,3688668,objednávka stravenek 11 2017,2017-11-07 13:30:40,,168000,62913671,Up Česká republika s.r.o.,68378025,168000.0
11607,5009196,5399256,Objednávka: 4531037029 Objednávka stravenek 5/2018,2018-04-27 14:13:58,951065.0,,62913671,Up Česká republika s.r.o.,61989592,951065.0
11612,1978574,2133106,stravenky,2017-06-06 09:37:54,96480.0,116740,62913671,Up Česká republika s.r.o.,2795281,96480.0
11614,1411718,1525274,nákup stravenek na duben 2017,2017-03-22 12:14:09,172800.0,,62913671,Up Česká republika s.r.o.,25216,172800.0
11618,3996188,4300648,stravenky,2018-01-08 09:00:06,126000.0,126000,62913671,Up Česká republika s.r.o.,261912,126000.0
11624,4487776,4839280,Nákup stravenek za 02/2018 655 ks,2018-03-01 15:31:46,65570.0,65584,24745391,Edenred CZ s.r.o.,75014149,65570.0
11633,1823462,1967762,Objednávka stravenky 5/2017,2017-05-18 11:21:09,129440.0,,24745391,Edenred CZ s.r.o.,25097,129440.0
11634,2305366,2486082,Objednávka stravenek,2017-07-04 15:02:03,,85403,24745391,Edenred CZ s.r.o.,250996,85403.0
11637,3191582,3441434,Objednávka stravenek,2017-10-16 10:19:19,57509.0,57629,24745391,Edenred CZ s.r.o.,37494,57509.0
11639,1797730,1939382,Objednávka stravenky,2017-05-15 16:35:58,105000.0,,24745391,Edenred CZ s.r.o.,845451,105000.0
11640,2229878,2404122,Objednávka stravenek - MSB II ,2017-06-29 07:17:55,,135000,24745391,Edenred CZ s.r.o.,79481,135000.0
